description	n_missing	n_non_missing	PHESANT_transformation	n_cases	n_controls	variable_type	source	notes	phenotype	raymond_both_sexes_qc	dominance_qc	dominance_qc_no_ordinal
Average 16-hour sound level of noise pollution	5116	356078	24023_0|| CONTINUOUS MAIN || CONTINUOUS ||  ||			continuous_raw	phesant	LAeq,16hr (A-weighted equivalent sound level): Average sound level pressure LAeq between the hours of 07:00 to 23:00.	24023_raw	FALSE	FALSE	FALSE
Average 24-hour sound level of noise pollution	5116	356078	24024_0|| CONTINUOUS MAIN || CONTINUOUS || IRNT ||			continuous_irnt	phesant	LDen: (day-evening-night equivalent level): A-weighted Leq noise level measured over the 24 hour period with a 10 decibel penality added to the levels between 23:00 and 07:00.	24024_irnt	TRUE	TRUE	TRUE
Average 24-hour sound level of noise pollution	5116	356078	24024_0|| CONTINUOUS MAIN || CONTINUOUS ||  ||			continuous_raw	phesant	LDen: (day-evening-night equivalent level): A-weighted Leq noise level measured over the 24 hour period with a 10 decibel penality added to the levels between 23:00 and 07:00.	24024_raw	FALSE	FALSE	FALSE
Number of children fathered	195702	165492	2405_0|| INTEGER || reassignments: -1=NA|-3=NA || CONTINUOUS || >20% IN ONE CATEGORY || Split into three bins: 0: <1, 1: [1,2), 2: >=2 ||cat N: 35137, 21193, 109162 || CAT-ORD || order: 0|1|2 || num categories: 3 ||			ordinal	phesant	"ACE touchscreen question ""How many children have you fathered?"" The following checks were performed: If answer If answer > 200 then rejected If answer > 15 then participant asked to confirm If the participant activated the Help button they were shown the message: If you are unsure, please provide an estimate or select Do not know."	2405	FALSE	FALSE	FALSE
Had major operations	195457	165737	2415_0|| CAT-SINGLE || Inc(>=10): 1(106506) || Inc(>=10): 0(59231) || CAT-SINGLE-BINARY || sample 59231/106506(165737) ||	106506	59231	binary	phesant	"ACE touchscreen question ""Have you had any major operations? (For example, operations that required an overnight stay in hospital)"" If the participant activated the Help button they were shown the message: If you are unsure if you have had a 'major' operation select Do not know and you will be asked about this by an interviewer later during this visit. ~F2415~ is male question equivalent of female question ~F2844~"	2415	FALSE	FALSE	FALSE
Diabetes diagnosed by doctor	1002	360192	2443_0|| CAT-SINGLE || Inc(>=10): 0(342917) || Inc(>=10): 1(17275) || CAT-SINGLE-BINARY || sample 342917/17275(360192) ||	17275	342917	binary	phesant	"ACE touchscreen question ""Has a doctor ever told you that you have diabetes?"" If the participant activated the Help button they were shown the message: If you are unsure if you have been told you had diabetes, select Do not know and you will be asked about this by an interviewer later during this visit."	2443	TRUE	TRUE	TRUE
Cancer diagnosed by doctor	1213	359981	2453_0|| CAT-SINGLE || Inc(>=10): 1(28509) || Inc(>=10): 0(331472) || CAT-SINGLE-BINARY || sample 331472/28509(359981) ||	28509	331472	binary	phesant	"ACE touchscreen question ""Has a doctor ever told you that you have had cancer?"" If the participant activated the Help button they were shown the message: If you are unsure if you have been told you had cancer, select Do not know and you will be asked about this by an interviewer later during this visit."	2453	TRUE	TRUE	TRUE
Fractured/broken bones in last 5 years	1953	359241	2463_0|| CAT-SINGLE || Inc(>=10): 0(324461) || Inc(>=10): 1(34780) || CAT-SINGLE-BINARY || sample 324461/34780(359241) ||	34780	324461	binary	phesant	"ACE touchscreen question ""Have you fractured/broken any bones in the last 5 years?"""	2463	TRUE	TRUE	TRUE
Other serious medical condition/disability diagnosed by doctor	6606	354588	2473_0|| CAT-SINGLE || Inc(>=10): 0(281623) || Inc(>=10): 1(72965) || CAT-SINGLE-BINARY || sample 281623/72965(354588) ||	72965	281623	binary	phesant	"ACE touchscreen question ""Has a doctor ever told you that you have had any other serious medical conditions or disabilities?"" If the participant activated the Help button they were shown the message: If you are not sure if you have a serious illness or you are not sure that you have had one of the conditions listed previously, enter Do not know and you will be asked about this by an interviewer later in this visit."	2473	TRUE	TRUE	TRUE
Taking other prescription medications	1167	360027	2492_0|| CAT-SINGLE || Inc(>=10): 1(168993) || Inc(>=10): 0(191034) || CAT-SINGLE-BINARY || sample 191034/168993(360027) ||	168993	191034	binary	phesant	"ACE touchscreen question ""Do you regularly take any other PRESCRIPTION medications? (Do not forget medications such as puffers or patches)"""	2492	TRUE	TRUE	TRUE
Frequency of heavy DIY in last 4 weeks	216004	145190	2624_0|| CAT-SINGLE || Inc(>=10): 2(47009) || Inc(>=10): 3(35171) || Inc(>=10): 1(32872) || Inc(>=10): 4(22392) || Inc(>=10): 6(2208) || Inc(>=10): 5(5538) || ordered || CAT-ORD || order: 1|2|3|4|5|6 || num categories: 6 ||			ordinal	phesant	"ACE touchscreen question ""How many times in the last 4 weeks did you do heavy DIY?"" If the participant activated the Help button they were shown the message: If you are unsure, please provide an estimate or select Do not know. ~F2624~ was collected from all participants who indicated that they spent time doing heavy DIY (e.g. weeding, lawn mowing, carpentry, digging) in the previous 4 weeks, as defined by their answers to ~F6164~"	2624	TRUE	TRUE	FALSE
Duration of heavy DIY	215821	145373	2634_0|| CAT-SINGLE || Inc(>=10): 5(17312) || Inc(>=10): 3(40184) || Inc(>=10): 6(14500) || Inc(>=10): 7(12701) || Inc(>=10): 4(26416) || Inc(>=10): 2(25356) || Inc(>=10): 1(8904) || ordered || CAT-ORD || order: 1|2|3|4|5|6|7 || num categories: 7 ||			ordinal	phesant	"ACE touchscreen question ""Each time you did heavy DIY, about how long did you spend doing it?"" If the participant activated the Help button they were shown the message: If you are unsure, please provide an estimate or select Do not know. ~F2634~ was collected from all participants who indicated that they spent time doing heavy DIY (e.g. weeding, lawn mowing, carpentry, digging) in the previous 4 weeks, as defined by their answers to ~F6164~"	2634	TRUE	TRUE	FALSE
Light smokers, at least 100 smokes in lifetime	264173	97021	2644_0|| CAT-SINGLE || Inc(>=10): 1(44253) || Inc(>=10): 0(52768) || CAT-SINGLE-BINARY || sample 52768/44253(97021) ||	44253	52768	binary	phesant	"ACE touchscreen question ""In your lifetime, have you smoked a total of at least 100 times?"" ~F2644~ was collected from participants who indicated they smoked occasionally or Just tried once or twice, as defined by their answers to ~F1249~"	2644	TRUE	TRUE	TRUE
Non-butter spread type details: Flora Pro-Active or Benecol	171100	190094	2654_0 || CAT-SINGLE || CAT-SINGLE-BINARY-VAR: 2  || Inc(>=10): 2(29048) ||	29048	161046	binary	phesant	"ACE touchscreen question ""What type of spread do you mainly use?"" If the participant activated the Help button they were shown the message: If you use more than one type of spread, please select the one that you use the most. If you are unsure, select Do not know. ~F2654~ was collected from participants who indicated they mainly use another type of spread/margarine rather than butter/spreadable butter or do not know what they use, as defined by their answers to ~F1428~"	2654_2	TRUE	TRUE	TRUE
Non-butter spread type details: Soft (tub) margarine	171100	190094	2654_0 || CAT-SINGLE || CAT-SINGLE-BINARY-VAR: 4  || Inc(>=10): 4(23625) ||	23625	166469	binary	phesant	"ACE touchscreen question ""What type of spread do you mainly use?"" If the participant activated the Help button they were shown the message: If you use more than one type of spread, please select the one that you use the most. If you are unsure, select Do not know. ~F2654~ was collected from participants who indicated they mainly use another type of spread/margarine rather than butter/spreadable butter or do not know what they use, as defined by their answers to ~F1428~"	2654_4	TRUE	TRUE	TRUE
Non-butter spread type details: Hard (block) margarine	171100	190094	2654_0 || CAT-SINGLE || CAT-SINGLE-BINARY-VAR: 5  || Inc(>=10): 5(221) ||	221	189873	binary	phesant	"ACE touchscreen question ""What type of spread do you mainly use?"" If the participant activated the Help button they were shown the message: If you use more than one type of spread, please select the one that you use the most. If you are unsure, select Do not know. ~F2654~ was collected from participants who indicated they mainly use another type of spread/margarine rather than butter/spreadable butter or do not know what they use, as defined by their answers to ~F1428~"	2654_5	TRUE	FALSE	FALSE
Non-butter spread type details: Olive oil based spread (eg: Bertolli)	171100	190094	2654_0 || CAT-SINGLE || CAT-SINGLE-BINARY-VAR: 6  || Inc(>=10): 6(47030) ||	47030	143064	binary	phesant	"ACE touchscreen question ""What type of spread do you mainly use?"" If the participant activated the Help button they were shown the message: If you use more than one type of spread, please select the one that you use the most. If you are unsure, select Do not know. ~F2654~ was collected from participants who indicated they mainly use another type of spread/margarine rather than butter/spreadable butter or do not know what they use, as defined by their answers to ~F1428~"	2654_6	TRUE	TRUE	TRUE
Non-butter spread type details: Polyunsaturated/sunflower oil based spread (eg: Flora)	171100	190094	2654_0 || CAT-SINGLE || CAT-SINGLE-BINARY-VAR: 7  || Inc(>=10): 7(64325) ||	64325	125769	binary	phesant	"ACE touchscreen question ""What type of spread do you mainly use?"" If the participant activated the Help button they were shown the message: If you use more than one type of spread, please select the one that you use the most. If you are unsure, select Do not know. ~F2654~ was collected from participants who indicated they mainly use another type of spread/margarine rather than butter/spreadable butter or do not know what they use, as defined by their answers to ~F1428~"	2654_7	TRUE	TRUE	TRUE
Non-butter spread type details: Other low or reduced fat spread	171100	190094	2654_0 || CAT-SINGLE || CAT-SINGLE-BINARY-VAR: 8  || Inc(>=10): 8(19035) ||	19035	171059	binary	phesant	"ACE touchscreen question ""What type of spread do you mainly use?"" If the participant activated the Help button they were shown the message: If you use more than one type of spread, please select the one that you use the most. If you are unsure, select Do not know. ~F2654~ was collected from participants who indicated they mainly use another type of spread/margarine rather than butter/spreadable butter or do not know what they use, as defined by their answers to ~F1428~"	2654_8	TRUE	TRUE	TRUE
Non-butter spread type details: Other type of spread/margarine	171100	190094	2654_0 || CAT-SINGLE || CAT-SINGLE-BINARY-VAR: 9  || Inc(>=10): 9(6810) ||	6810	183284	binary	phesant	"ACE touchscreen question ""What type of spread do you mainly use?"" If the participant activated the Help button they were shown the message: If you use more than one type of spread, please select the one that you use the most. If you are unsure, select Do not know. ~F2654~ was collected from participants who indicated they mainly use another type of spread/margarine rather than butter/spreadable butter or do not know what they use, as defined by their answers to ~F1428~"	2654_9	TRUE	TRUE	TRUE
Reason for reducing amount of alcohol drunk: Illness or ill health	227161	134033	2664_0 || CAT-SINGLE || CAT-SINGLE-BINARY-VAR: 1  || Inc(>=10): 1(9512) ||	9512	124521	binary	phesant	"ACE touchscreen question ""Why did you reduce the amount you drank?"" ~F2664~ was collected from participants who indicated they drink alcohol, as defined by their answers to ~F1558~ and they drink less nowadays than 10 years ago, as defined by their answers to ~F1558~"	2664_1	TRUE	TRUE	TRUE
Reason for reducing amount of alcohol drunk: Doctor's advice	227161	134033	2664_0 || CAT-SINGLE || CAT-SINGLE-BINARY-VAR: 2  || Inc(>=10): 2(2990) ||	2990	131043	binary	phesant	"ACE touchscreen question ""Why did you reduce the amount you drank?"" ~F2664~ was collected from participants who indicated they drink alcohol, as defined by their answers to ~F1558~ and they drink less nowadays than 10 years ago, as defined by their answers to ~F1558~"	2664_2	TRUE	FALSE	FALSE
Reason for reducing amount of alcohol drunk: Health precaution	227161	134033	2664_0 || CAT-SINGLE || CAT-SINGLE-BINARY-VAR: 3  || Inc(>=10): 3(43868) ||	43868	90165	binary	phesant	"ACE touchscreen question ""Why did you reduce the amount you drank?"" ~F2664~ was collected from participants who indicated they drink alcohol, as defined by their answers to ~F1558~ and they drink less nowadays than 10 years ago, as defined by their answers to ~F1558~"	2664_3	TRUE	TRUE	TRUE
Reason for reducing amount of alcohol drunk: Financial reasons	227161	134033	2664_0 || CAT-SINGLE || CAT-SINGLE-BINARY-VAR: 4  || Inc(>=10): 4(7054) ||	7054	126979	binary	phesant	"ACE touchscreen question ""Why did you reduce the amount you drank?"" ~F2664~ was collected from participants who indicated they drink alcohol, as defined by their answers to ~F1558~ and they drink less nowadays than 10 years ago, as defined by their answers to ~F1558~"	2664_4	TRUE	TRUE	TRUE
Reason for reducing amount of alcohol drunk: Other reason	227161	134033	2664_0 || CAT-SINGLE || CAT-SINGLE-BINARY-VAR: 5  || Inc(>=10): 5(70609) ||	70609	63424	binary	phesant	"ACE touchscreen question ""Why did you reduce the amount you drank?"" ~F2664~ was collected from participants who indicated they drink alcohol, as defined by their answers to ~F1558~ and they drink less nowadays than 10 years ago, as defined by their answers to ~F1558~"	2664_5	TRUE	TRUE	TRUE
Years since last breast cancer screening / mammogram	245524	115670	2684_0|| INTEGER || reassignments: -1=NA|-3=NA|-10=NA || CONTINUOUS || >20% IN ONE CATEGORY || Split into three bins: 0: <1, 1: [1,2), 2: >=2 ||cat N: 1757, 42371, 71542 || CAT-ORD || order: 0|1|2 || num categories: 3 ||			ordinal	phesant	"ACE touchscreen question ""How many years ago was your last screen?"" The following checks were performed: If answer If answer > Participants age - 15 years then rejected If answer > 15 then participant asked to confirm If the participant activated the Help button they were shown the message: If you are unsure, please provide an estimate or select Do not know. ~F2684~ was collected from women who indicated that they had been for a mammogram, as defined by their answers to ~F2674~"	2684	FALSE	FALSE	FALSE
Years since last cervical smear test	211998	149196	2704_0|| INTEGER || reassignments: -1=NA|-3=NA|-10=NA || CONTINUOUS || >20% IN ONE CATEGORY || Split into three bins: 0: <2, 1: [2,3), 2: >=3 ||cat N: 27756, 43924, 77516 || CAT-ORD || order: 0|1|2 || num categories: 3 ||			ordinal	phesant	"ACE touchscreen question ""How many years ago was your last cervical smear test?"" The following checks were performed: If answer If answer > Participants age - 10 years then rejected If answer > 15 then participant asked to confirm If the participant activated the Help button they were shown the message: If you are unsure, please provide an estimate or select Do not know. ~F2704~ was collected from women who indicated that they had had a cervical smear test, as defined by their answers to ~F2694~"	2704	FALSE	FALSE	FALSE
Age when periods started (menarche)	172550	188644	2714_0|| INTEGER || reassignments: -1=NA|-3=NA || CONTINUOUS || >20% IN ONE CATEGORY || Split into three bins: 0: <12, 1: [12,14), 2: >=14 ||cat N: 38019, 82261, 68364 || CAT-ORD || order: 0|1|2 || num categories: 3 ||			ordinal	phesant	"ACE touchscreen question ""How old were you when your periods started?"" The following checks were performed: If answer If answer > Participants age then rejected If answer > 25 then rejected If answer If answer > 20 then participant asked to confirm If the participant activated the Help button they were shown the message: If you are unsure, please provide an estimate or select Do not know."	2714	FALSE	FALSE	FALSE
